gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_concept_id	interaction_group_score	PMIDs
TSHB	TSHB	7252	NCI		DIC10	DIC10				2992914
ACVRL1	94	94	GuideToPharmacology	inhibitor	249565801	ML347				
CGA	CGA	1081	DTC		4-{([(4'-CHLOROPHENYL)AMINO]CARBONYLAMINO)}BENZENESULFONAMIDE	4-{([(4'-CHLOROPHENYL)AMINO]CARBONYLAMINO)}BENZENESULFONAMIDE	CHEMBL1446150	chembl:CHEMBL1446150	21.22	
PPARG	Peroxisome proliferator-activated receptor gamma	5468	TTD		1-(biphenyl-4-yl-methyl)-1H-imidazole derivative 1	1-(biphenyl-4-yl-methyl)-1H-imidazole derivative 1				
KDR	KDR	3791	JAX-CKB		Sorafenib	Sorafenib	SORAFENIB	chembl:CHEMBL1336	0.15	19723655
CREBBP	CREB-binding protein	1387	TTD		C 82	C 82				
HTR2C	5-HT 2C receptor	3358	TTD		Aryl piperazine derivative 9	Aryl piperazine derivative 9				
CYP3A4	CYP3A4	1576	PharmGKB		prednisolone	prednisolone	PREDNISOLONE	chembl:CHEMBL131	0.01	9187528
ABHD6	57406	57406	GuideToPharmacology	inhibitor	381744927	KT-109				
ATXN2	ATXN2	6311	DTC		PROADIFEN HYDROCHLORIDE	PROADIFEN HYDROCHLORIDE	PROADIFEN HYDROCHLORIDE	chembl:CHEMBL347036	0.06	
TUBA4A	TUBA1	7277	ChemblInteractions	inhibitor	CHEMBL501867	VINCRISTINE SULFATE	VINCRISTINE SULFATE	chembl:CHEMBL501867	0.09	
GJB7	375519	375519	GuideToPharmacology	inhibitor	178101095	OCTANOL	OCTANOL	chembl:CHEMBL26215	1.52	
IPO4	Q8TEX9	79711	TdgClinicalTrial		MKC-1	MKC-1	ENMD-981693	chembl:CHEMBL52885	2.36	
PSMA7	PSMA7	5688	MyCancerGenome	inhibitor	CARFILZOMIB	CARFILZOMIB	CARFILZOMIB	chembl:CHEMBL451887	0.89	
ALPL	ALPL	249	DTC		CID 646303	CID 646303	CHEMBL505807	chembl:CHEMBL505807	2.36	
GDF15	GDF15	9518	NCI		NSAIDS	NSAIDS				15509713
JAK2	3717	3717	GuideToPharmacology	inhibitor	405560501	PF-956980				
HDAC9	HDAC9	9734	DTC		HINOKITIOL	HINOKITIOL	HINOKITIOL	chembl:CHEMBL48310	0.12	
KDM4E	KDM4E	390245	DTC		7,8-DIHYDROXYFLAVONE	7,8-DIHYDROXYFLAVONE	7,8-DIHYDROXYFLAVONE	chembl:CHEMBL75267	0.03	
CYP3A4	CYP3A4	1576	NCI		5-FU	5-FU	FLUOROURACIL	chembl:CHEMBL185	0.0	12904931
ATAD5	ATAD5	79915	DTC		(R)-PIA	(R)-PIA	(R)-PIA	chembl:CHEMBL139000	0.05	
TUBB8	TUBB8	347688	DTC		10,11-DIHYDROEPOTHILONE D	10,11-DIHYDROEPOTHILONE D	CHEMBL453818	chembl:CHEMBL453818	0.19	12141877
EIF4E	P06730	1977	TdgClinicalTrial		LY2275796	LY2275796				
GLP1R	P43220	2740	TdgClinicalTrial		ORMD-0901	ORMD-0901				
GRIN3B	GRIN3B	116444	ChemblInteractions	antagonist	CHEMBL1094	FELBAMATE	FELBAMATE	chembl:CHEMBL1094	0.22	
SCN1A	NAC1	6323	ChemblInteractions	blocker	CHEMBL1889140	ROPIVACAINE HYDROCHLORIDE	ROPIVACAINE HYDROCHLORIDE	chembl:CHEMBL1889140	0.1	
MTOR	MTOR	2475	DTC		GR-127935	GR-127935	GR-127935	chembl:CHEMBL15928	0.02	
MDM2	Ubiquitin-protein ligase E3 Mdm2	4193	TTD		RG7388	RG7388	IDASANUTLIN	chembl:CHEMBL2402737	3.98	
CYP2C19	CYP2C19	1557	DTC		PROGESTERONE	PROGESTERONE	PROGESTERONE	chembl:CHEMBL103	0.01	22931300
POU5F1	POU5F1	5460	PharmGKB		phenytoin	phenytoin	PHENYTOIN	chembl:CHEMBL16	0.41	
CDK19	23097	23097	GuideToPharmacology	inhibitor	178102337	SORAFENIB	SORAFENIB	chembl:CHEMBL1336	0.07	
CYP2C19	CYP2C19	1557	DTC		INDOMETHACIN	INDOMETHACIN	INDOMETHACIN	chembl:CHEMBL6	0.01	22931300
TCF7L2	TCF7L2	6934	PharmGKB		hydrochlorothiazide	hydrochlorothiazide	HYDROCHLOROTHIAZIDE	chembl:CHEMBL435	0.35	
PDGFRA	P16234	5156	TdgClinicalTrial		MASITINIB	MASITINIB	MASITINIB	chembl:CHEMBL1908391	0.28	
HMGB1	HMGB1	3146	NCI		DISTAMYCIN	DISTAMYCIN				9161031
CYP2D6	CYP2D6	1565	DTC		GUAIFENESIN	GUAIFENESIN	GUAIFENESIN	chembl:CHEMBL980	0.05	22931300
AIFM1	AIFM1	9131	NCI		CYCLOSPORIN A	CYCLOSPORIN A				12787063
JAK3	3718	3718	GuideToPharmacology	inhibitor	340590230	MIVAVOTINIB				
HTR2B	3357	3357	GuideToPharmacology	antagonist	135650981	SARPOGRELATE	SARPOGRELATE	chembl:CHEMBL52939	0.23	
EHMT2	EHMT2	10919	DTC		AP-7	AP-7	AP-7	chembl:CHEMBL274440	0.07	
CYP2D6	CYP2D6	1565	DTC		DROPERIDOL	DROPERIDOL	DROPERIDOL	chembl:CHEMBL1108	0.02	
PGR	Progesterone receptor	5241	TTD		Virexxa	Virexxa				
ADRB2	ADRB2R	154	ChemblInteractions	antagonist	CHEMBL1200745	OXPRENOLOL HYDROCHLORIDE	OXPRENOLOL HYDROCHLORIDE	chembl:CHEMBL1200745	0.23	
CGA	CGA	1081	NCI		CIS-DIAMMINEDICHLOROPLATINUM	CIS-DIAMMINEDICHLOROPLATINUM				6181870
ROCK2	ROCK2	9475	DTC		PF-562271	PF-562271	PF-00562271	chembl:CHEMBL1084546	0.02	
CYP3A4	CYP3A4	1576	PharmGKB		alprazolam	alprazolam	ALPRAZOLAM	chembl:CHEMBL661	0.0	32112986
TUBB4A	TUBB4A	10382	DTC		PACLITAXEL	PACLITAXEL	PACLITAXEL	chembl:CHEMBL428647	0.37	23631389,25369367,25768699,24457094,22595423,23313639,17887662,23387901,19758808,23725535,24953821
BAZ2B	BAZ2B	29994	DTC		N-2-NAPHTHYLIMIDODICARBONIMIDIC DIAMIDE	N-2-NAPHTHYLIMIDODICARBONIMIDIC DIAMIDE	CHEMBL43078	chembl:CHEMBL43078	0.09	
GABRB2	P47870	2561	TdgClinicalTrial		FLUDIAZEPAM	FLUDIAZEPAM	FLUDIAZEPAM	chembl:CHEMBL13291	0.16	
GABRG3	Q99928	2567	TdgClinicalTrial		CLONAZEPAM	CLONAZEPAM	CLONAZEPAM	chembl:CHEMBL452	0.11	
CHRM2	1129	1129	GuideToPharmacology	antagonist	135650384	IMIPRAMINE	IMIPRAMINE	chembl:CHEMBL11	0.12	
HRAS	HRAS	3265	JAX-CKB		NS1	NS1				27820802
ATAD5	ATAD5	79915	DTC		CGP-60474	CGP-60474	CHEMBL300389	chembl:CHEMBL300389	0.04	
GABRA4	2557	2557	GuideToPharmacology	agonist	178100913	[3H]MUSCIMOL				
CYP2C9	CYP2C9	1559	DTC		REL-CISAPRIDE	REL-CISAPRIDE	REL-CISAPRIDE	chembl:CHEMBL74656	0.05	22931300
DRD2	Dopamine D2 receptor	1813	TTD		Pseudoephedrine	Pseudoephedrine	PSEUDOEPHEDRINE	chembl:CHEMBL1590	0.02	
NOTCH1	NOTCH1	4851	JAX-CKB		Bortezomib	Bortezomib	BORTEZOMIB	chembl:CHEMBL325041	0.08	28151717
RECQL	RECQL	5965	DTC		NSC-69187	NSC-69187	CHEMBL19954	chembl:CHEMBL19954	0.02	
PTH1R	PTHR1	5745	NCI		DEXAMETHASONE	DEXAMETHASONE	DEXAMETHASONE	chembl:CHEMBL384467	0.17	7883858
PDGFRA	P16234	5156	TdgClinicalTrial		XL820	XL820				
ESR1	ESR	2099	ChemblInteractions	agonist	CHEMBL1201165	QUINESTROL	QUINESTROL	chembl:CHEMBL1201165	0.51	
TNNC1	P63316	7134	TEND		LEVOSIMENDAN	LEVOSIMENDAN	LEVOSIMENDAN	chembl:CHEMBL2051955	57.29	
TUBB2A	TUBB2A	7280	DTC		PODOFILOX	PODOFILOX	PODOFILOX	chembl:CHEMBL61	0.26	17765552,24953821,21402478
CHRM5	P08912	1133	TdgClinicalTrial		BENZQUINAMIDE	BENZQUINAMIDE	BENZQUINAMIDE	chembl:CHEMBL1201250	0.44	
MPHOSPH8	MPHOSPH8	54737	DTC		CEFOTAXIME SODIUM	CEFOTAXIME SODIUM	CEFOTAXIME SODIUM	chembl:CHEMBL1010	0.05	
ADRB3	Adrenergic receptor beta-3	155	TTD		ASP-3652	ASP-3652				
CETP	Cholesteryl ester transfer protein	1071	TTD		Anacetrapib	Anacetrapib	ANACETRAPIB	chembl:CHEMBL1800807	15.91	
CHRNA7	Neuronal acetylcholine receptor alpha-7	1139	TTD		AVL-3288	AVL-3288	AVL-3288	chembl:CHEMBL429317	2.89	
NQO1	NQO1	1728	DTC		NSC-640556	NSC-640556	CHEMBL1983317	chembl:CHEMBL1983317	3.03	21074425
MST1R	MST1R	4486	DTC		ENTRECTINIB	ENTRECTINIB	ENTRECTINIB	chembl:CHEMBL1983268	0.04	
ABCC8	Q09428	6833	TdgClinicalTrial		REPAGLINIDE	REPAGLINIDE	REPAGLINIDE	chembl:CHEMBL1272	2.5	
GRM5	Metabotropic glutamate receptor 5	2915	TTD		Bicyclic heteroaryl carboxamide analog 2	Bicyclic heteroaryl carboxamide analog 2				
FAAH	Fatty acid amide hydrolase	2166	TTD		Pyrrolidinyl urea derivative 1	Pyrrolidinyl urea derivative 1				
OPRK1	4986	4986	GuideToPharmacology	agonist	135651630	Β-ENDORPHIN				
FDPS	2224	2224	GuideToPharmacology	inhibitor	135650697	NE10790				
HTR1A	3350	3350	GuideToPharmacology	agonist	135650874	QUINPIROLE	QUINPIROLE	chembl:CHEMBL240773	0.06	
MAPT	MAPT	4137	DTC		LY-83583	LY-83583	CHEMBL312487	chembl:CHEMBL312487	0.07	
	Bacterial Fimbrin D-mannose adhesin		TTD		PMID26651364-Compound-126b	PMID26651364-Compound-126b				
MAPT	MAPT	4137	DTC		PURPURIN	PURPURIN	PURPURIN	chembl:CHEMBL294264	0.01	
IFNAR1	P48551	3454	TdgClinicalTrial		INTERFERON BETA	INTERFERON BETA				
TP53	TP53	7157	JAX-CKB		MK-8745	MK-8745				22293494
RRM2B	P53R2	50484	ChemblInteractions	inhibitor	CHEMBL1096882	FLUDARABINE PHOSPHATE	FLUDARABINE PHOSPHATE	chembl:CHEMBL1096882	1.18	
PDE2A	Phosphodiesterase 2A	5138	TTD		1,2,4-triazole [1,5-a]pyrimidin-7-yl derivative 1	1,2,4-triazole [1,5-a]pyrimidin-7-yl derivative 1				
EPRS1	Bifunctional aminoacyl-tRNA synthetase	2058	TTD		HT-100	HT-100	HALOFUGINONE	chembl:CHEMBL1197091	21.22	
CD55	Complement decay-accelerating factor	1604	TTD		PAT-SC1	PAT-SC1				
BCL2	Apoptosis regulator Bcl-2	596	TTD		PMID27744724-Compound-10	PMID27744724-Compound-10				
TUBA3E	TUBA3E	112714	DTC		MAYTANSINE	MAYTANSINE	MAYTANSINE	chembl:CHEMBL292702	0.19	563462
BCL2	BCL2	596	NCI		VALPROIC ACID	VALPROIC ACID				9098922
FGFR1	FGFR1	2260	MyCancerGenome	inhibitor	XL228	XL228	XL-228	chembl:CHEMBL3545085	0.09	
IGF1R	IGF1R	3480	ChemblInteractions	agonist	CHEMBL1201717	MECASERMIN RINFABATE	MECASERMIN RINFABATE	chembl:CHEMBL1201717	1.68	
CASP7	CASP7	840	DTC		BITHIONOL	BITHIONOL	BITHIONOL	chembl:CHEMBL290106	0.13	
DUOX2	50506	50506	GuideToPharmacology	inhibitor	363894227	NSC 780521				
HMGCR	HMGCR	3156	ChemblInteractions	inhibitor	CHEMBL2218894	FLUVASTATIN SODIUM	FLUVASTATIN SODIUM	chembl:CHEMBL2218894	3.18	
ERBB4	ERBB4	2066	DTC		CURCUMIN	CURCUMIN	CURCUMIN	chembl:CHEMBL116438	0.05	25753330
NOS1	NOS1	4842	NCI		CLARITHROMYCIN	CLARITHROMYCIN	CLARITHROMYCIN	chembl:CHEMBL1741	0.25	14730107
NR3C1	NR3C1	2908	DTC		NIFEDIPINE	NIFEDIPINE	NIFEDIPINE	chembl:CHEMBL193	0.01	
NSD2	WHSC1	7468	DTC		NSC-228155	NSC-228155	CHEMBL505670	chembl:CHEMBL505670	0.11	
HPGD	HPGD	3248	DTC		DIOXYBENZONE	DIOXYBENZONE	DIOXYBENZONE	chembl:CHEMBL1326877	0.07	
PDE2A	Phosphodiesterase 2A	5138	TTD		Pyrazolo[3,4-d]pyrimidine derivative 2	Pyrazolo[3,4-d]pyrimidine derivative 2				
HSPA4	HSPA4	3308	NCI		CYTARABINE	CYTARABINE	CYTARABINE	chembl:CHEMBL803	0.1	12530536
NFE2L2	NFE2L2	4780	DTC		E1501	E1501	E1501	chembl:CHEMBL1233714	0.04	
IDH1	IDH1	3417	DTC		DNDI1417995	DNDI1417995	CHEMBL1439833	chembl:CHEMBL1439833	0.04	
TACR2	6865	6865	GuideToPharmacology	antagonist	135652284	MEN 10376				
GHR	P10912	2690	TdgClinicalTrial		AOD9604	AOD9604				
FGFR3	FGFR3	2261	ClearityFoundationClinicalTrial		DOVITINIB	DOVITINIB	DOVITINIB	chembl:CHEMBL522892	0.21	
GMNN	GMNN	51053	DTC		SJ000147784	SJ000147784	CHEMBL590186	chembl:CHEMBL590186	0.02	
OPRM1	MOR1	4988	ChemblInteractions	agonist	CHEMBL1201120	REMIFENTANIL HYDROCHLORIDE	REMIFENTANIL HYDROCHLORIDE	chembl:CHEMBL1201120	0.51	
TYMS	TYMS	7298	DTC		DEOXYURIDINE MONOPHOSPHATE	DEOXYURIDINE MONOPHOSPHATE	DEOXYURIDINE MONOPHOSPHATE	chembl:CHEMBL211312	8.6	6434741
JAK1	3716	3716	GuideToPharmacology	inhibitor	249565596	FILGOTINIB	FILGOTINIB	chembl:CHEMBL3301607	1.59	
TOP1	TOP1	7150	DTC		10-(4-PYRIDYL)CAMPTOTHECIN HCL	10-(4-PYRIDYL)CAMPTOTHECIN HCL	CHEMBL1762594	chembl:CHEMBL1762594	1.34	21333532
PRKCB	5579	5579	GuideToPharmacology	inhibitor	178101880	GÖ 6983				
	Enzyme unspecific		TTD		VT-1129	VT-1129				
MAP4K2	MAP4K2	5871	DTC		SP-600125	SP-600125	SP-600125	chembl:CHEMBL1725279	0.03	
UGT2B10	UGT2B10	7365	PharmGKB		nicotine	nicotine	NICOTINE	chembl:CHEMBL3	2.6	18300939,17909004,24192532
RAD54L	RAD54L	8438	DTC		SJ000082806	SJ000082806	CHEMBL494668	chembl:CHEMBL494668	0.22	
EZH2	EZH2	2146	JAX-CKB		EI1	EI1				28135235
MAPT	MAPT	4137	DTC		PD-404182	PD-404182	CHEMBL595227	chembl:CHEMBL595227	0.01	
CCR5	1234	1234	GuideToPharmacology	agonist	178100743	R5-HIV-1 GP120				
OPRM1	P35372	4988	TdgClinicalTrial		ADL5945	ADL5945	BEVENOPRAN	chembl:CHEMBL3039511	1.03	
APLNR	187	187	GuideToPharmacology	agonist	178100612	[125I][GLP65NLE75,TYR77]APELIN-13				
CYP2C8	CYP2C8	1558	PharmGKB		hmg coa reductase inhibitors	hmg coa reductase inhibitors				
LIPE	LIPE	3991	NCI		HUMAN CHORIONIC GONADOTROPIN	HUMAN CHORIONIC GONADOTROPIN				8496666
SERPINC1	AT3	462	ChemblInteractions	activator	CHEMBL1201414	TINZAPARIN SODIUM	TINZAPARIN SODIUM	chembl:CHEMBL1201414	2.55	
GABRA2	2555	2555	GuideToPharmacology	allosteric modulator	178101183	[18F]FLUOROETHYLFLUMAZENIL				
ACP5	ACP5	54	NCI		STREPTOZOTOCIN	STREPTOZOTOCIN	STREPTOZOCIN	chembl:CHEMBL1651906	0.69	14640894
PRTN3	PRTN3	5657	NCI		GM-CSF	GM-CSF	REGRAMOSTIM	chembl:CHEMBL2107881	3.98	10792393
POLI	POLI	11201	DTC		CHARTREUSIN	CHARTREUSIN	CHARTREUSIN	chembl:CHEMBL1554674	0.1	
GABRB3	GABRB3	2562	ChemblInteractions	positive modulator	CHEMBL454	BUTALBITAL	BUTALBITAL	chembl:CHEMBL454	0.05	
EGFR	P00533	1956	TdgClinicalTrial		DACOMITINIB	DACOMITINIB	DACOMITINIB	chembl:CHEMBL2105719	2.07	
STAT5B	STAT5B	6777	NCI		EPO	EPO	EPOETIN ALFA	chembl:CHEMBL1201565	2.23	9195960
SCN8A	MED	6334	ChemblInteractions	blocker	CHEMBL1200437	QUINIDINE GLUCONATE	QUINIDINE GLUCONATE	chembl:CHEMBL1200437	0.11	
	Samarium		TTD		Samarium Sm-153 Lexidronam Pentasodium	Samarium Sm-153 Lexidronam Pentasodium				
EGLN1	Q9GZT9	54583	TdgClinicalTrial		AKB-6548	AKB-6548	VADADUSTAT	chembl:CHEMBL3646221	3.98	
	Bacterial Fimbrin D-mannose adhesin		TTD		PMID26651364-Compound-6c	PMID26651364-Compound-6c				
RGS4	5999	5999	GuideToPharmacology	inhibitor	252827379	CCG-4986				
ABCC9	10060	10060	GuideToPharmacology	allosteric modulator	252827466	COMPOUND 13B [PMID: 19101153]				
TOP1	P11387	7150	TdgClinicalTrial		ARQ-501	ARQ-501	LAPACHONE	chembl:CHEMBL15192	0.05	
MTHFR	MTHFR	4524	PharmGKB		carbidopa	carbidopa	CARBIDOPA	chembl:CHEMBL1200748	0.57	12083967
TYK2	TYK2 tyrosine kinase	7297	TTD		Aminotriazolopyridine derivative 1	Aminotriazolopyridine derivative 1				
	Steroid hormone receptor ERR		TTD		Fluocinonide	Fluocinonide	FLUOCINONIDE	chembl:CHEMBL1501		
ST14	6768	6768	GuideToPharmacology	inhibitor	252166696	COMPOUND 3 [PMID: 23849879]				
PDGFRB	PDGFRB	5159	CIViC		DASATINIB	DASATINIB	DASATINIB	chembl:CHEMBL1421	0.12	26703895,29133777
COL15A1	COL15A1	1306	ChemblInteractions		CHEMBL2108709	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	chembl:CHEMBL2108709	1.14	
ADORA3	Adenosine A3 receptor	140	TTD		SCH-442416	SCH-442416	CHEMBL136689	chembl:CHEMBL136689	0.53	
GLP1R	GLP1R	2740	DTC		CLANFENUR	CLANFENUR	CLANFENUR	chembl:CHEMBL1876799	0.21	
ACVR1	90	90	GuideToPharmacology	inhibitor	404859109	BMS-986260				
CCR5	1234	1234	GuideToPharmacology	agonist	135651657	CCL13				
ROS1	ROS1	6098	JAX-CKB		cabozantinib	cabozantinib	CABOZANTINIB	chembl:CHEMBL2105717	0.94	27370605
CHRM1	CHRM1	1128	DTC		ATROPINE	ATROPINE	ATROPINE	chembl:CHEMBL517712	0.43	23062550
PDCD1	Programmed cell death protein 1	5133	TTD		AMP-224	AMP-224	AMP-224	chembl:CHEMBL4297570	4.55	
EHMT2	EHMT2	10919	DTC		IPA-3	IPA-3	CHEMBL472940	chembl:CHEMBL472940	0.02	
PTGS1	Prostaglandin G/H synthase 1	5742	TTD		EXO-230	EXO-230				24303153
ADRA1A	ADRA1C	148	ChemblInteractions	antagonist	CHEMBL1558	PRAZOSIN HYDROCHLORIDE	PRAZOSIN HYDROCHLORIDE	chembl:CHEMBL1558	0.07	
HDAC10	HDAC10	83933	DTC		BML-210	BML-210	CHEMBL324053	chembl:CHEMBL324053	0.33	16921367
ANGPT2	Angiopoietin-2	285	TTD		AMG 386	AMG 386				
	globotriaosylceramide (Gb3)		TdgClinicalTrial		AGALSIDASE ALFA	AGALSIDASE ALFA				
AR	AR	367	DTC		PHOSALONE	PHOSALONE	PHOSALONE	chembl:CHEMBL1528531	0.02	
KDM4A	KDM4A	9682	DTC		GLICLAZIDE	GLICLAZIDE	GLICLAZIDE	chembl:CHEMBL427216	0.02	
TUBB8	TUBB8	347688	DTC		MAYTANSINOL	MAYTANSINOL	MAYTANSINOL	chembl:CHEMBL214154	0.19	563462
CD79B	B-cell-specific glycoprotein B29	974	TTD		DCDS-4501A	DCDS-4501A	POLATUZUMAB VEDOTIN	chembl:CHEMBL3301582	63.65	24424355
AR	AR	367	DTC		TOMATINE	TOMATINE	TOMATINE	chembl:CHEMBL525778	0.07	
KCNH2	KCNH2	3757	DTC		OMARIGLIPTIN	OMARIGLIPTIN	OMARIGLIPTIN	chembl:CHEMBL2105762	0.19	24660890
HTR2B	3357	3357	GuideToPharmacology	antagonist	135650026	BROMOCRIPTINE	BROMOCRIPTINE	chembl:CHEMBL493	0.13	
NFE2L2	NFE2L2	4780	DTC		CHLOROPHACINONE	CHLOROPHACINONE	CHLOROPHACINONE	chembl:CHEMBL1874081	0.04	
AFP	AFP	174	NCI		BLEOMYCIN	BLEOMYCIN	BLEOMYCIN	chembl:CHEMBL403664	0.56	10226829
GPR139	124274	124274	GuideToPharmacology	agonist	178100347	L-PHENYLALANINE	PHENYLALANINE	chembl:CHEMBL301523	7.96	
TPM3	TPM3	7170	NCI		EPINEPHRINE	EPINEPHRINE	EPINEPHRINE	chembl:CHEMBL679	0.53	18172836
ALK	ALK	238	TALC	inhibitor	AP26113	AP26113	CHEMBL3397300	chembl:CHEMBL3397300	3.16	
ERBB2	ERBB2	2064	JAX-CKB		Vinorelbine	Vinorelbine	VINORELBINE	chembl:CHEMBL553025	0.05	27992451,24742739
TGFBR1	7046	7046	GuideToPharmacology	inhibitor	223366128	GALUNISERTIB	GALUNISERTIB	chembl:CHEMBL2364611	4.55	
YES1	YES1	7525	DTC		SB-711237	SB-711237	CHEMBL408732	chembl:CHEMBL408732	0.3	
PTGER2	5732	5732	GuideToPharmacology	agonist	135650568	MB-28767				
SLC18A2	Synaptic vesicle amine transporter	6571	TTD		AV 133	AV 133				
AR	AR	367	DTC		ENDOSULFAN SULFATE	ENDOSULFAN SULFATE	ENDOSULFAN SULFATE	chembl:CHEMBL2272380	0.07	
EHMT2	EHMT2	10919	DTC		TCMDC-125840	TCMDC-125840	CHEMBL475813	chembl:CHEMBL475813	0.07	
GLP1R	GLP1R	2740	DTC		TCMDC-125180	TCMDC-125180	CHEMBL586163	chembl:CHEMBL586163	0.14	
AVPR1B	553	553	GuideToPharmacology	agonist	135652129	D[D-PHE2]AVP				
FGFR4	P22455	2264	TdgClinicalTrial		CVBT-141B	CVBT-141B				
L3MBTL1	L3MBTL1	26013	DTC		DAPHNORIN	DAPHNORIN	DAPHNORIN	chembl:CHEMBL1209491	0.17	
GABRG3	GABRG3	2567	ChemblInteractions	agonist	CHEMBL979	MEPROBAMATE	MEPROBAMATE	chembl:CHEMBL979	0.05	
MAPT	MAPT	4137	DTC		GNF-PF-372	GNF-PF-372	CHEMBL580155	chembl:CHEMBL580155	0.03	
APOA1	Apolipoprotein A-I	335	TTD		CER-522	CER-522				
RAPGEF3	RAPGEF3	10411	DTC		IDARUBICIN HYDROCHLORIDE	IDARUBICIN HYDROCHLORIDE	IDARUBICIN HYDROCHLORIDE	chembl:CHEMBL1200976	0.14	
CALCR	799	799	GuideToPharmacology	agonist	404859131	DAVALINTIDE	DAVALINTIDE	chembl:CHEMBL2105635	4.71	
PTGER4	P35408	5734	TEND		DINOPROSTONE	DINOPROSTONE	DINOPROSTONE	chembl:CHEMBL548	2.72	
ESR1	ESR1	2099	DTC		ORTHOTOLIDINE	ORTHOTOLIDINE	ORTHOTOLIDINE	chembl:CHEMBL85109	0.08	
JAK2	JAK2	3717	DTC		681640	681640	CHEMBL379975	chembl:CHEMBL379975	0.02	
PTH	PTH	5741	NCI		HYDROXYUREA	HYDROXYUREA	HYDROXYUREA	chembl:CHEMBL467	0.8	3086384,6643680
HTR2A	HTR2	3356	ChemblInteractions	antagonist	CHEMBL1112	ARIPIPRAZOLE	ARIPIPRAZOLE	chembl:CHEMBL1112	0.22	
BTK	Tyrosine-protein kinase BTK	695	TTD		PRN1008	PRN1008				
	Human Deoxyribonucleic acid		TTD		TROXACITABINE	TROXACITABINE	TROXACITABINE	chembl:CHEMBL359164		
SETD2	Hypoxia-inducible factor 1	29072	TTD		2,2-dimethylbenzopyran derivative 2	2,2-dimethylbenzopyran derivative 2				
	Bacterial Penicillin binding protein 3		TTD		Cefmenoxime	Cefmenoxime	CEFMENOXIME	chembl:CHEMBL1201224		
	Hypoxia-inducible factor 2 alpha		TTD		PT2385	PT2385				
ESR1	2099	2099	GuideToPharmacology	agonist	187051843	LASOFOXIFENE	LASOFOXIFENE	chembl:CHEMBL328190	0.63	
ABCB1	ABCB1	5243	NCI		PHENOBARBITAL	PHENOBARBITAL	PHENOBARBITAL	chembl:CHEMBL40	0.03	16928449
TBXA2R	Thromboxane A2 receptor	6915	TTD		FK-070	FK-070				
PARP1	Poly [ADP-ribose] polymerase 1	142	TTD		Phthalazine ketone derivative 3	Phthalazine ketone derivative 3				
GJA1	GJA1	2697	NCI		CARVEDILOL	CARVEDILOL	CARVEDILOL	chembl:CHEMBL723	1.26	16448880
ESR1	ESR1	2099	DTC		PROPACHLOR	PROPACHLOR	PROPACHLOR	chembl:CHEMBL1394829	0.05	
PDGFRA	Platelet-derived growth factor receptor alpha	5156	TTD		PMID28460551-Compound-1	PMID28460551-Compound-1				
HDAC6	Histone deacetylase 6	10013	TTD		PMID28092474-Compound-32f	PMID28092474-Compound-32f				
PRKCB	PKCB	5579	ChemblInteractions	inhibitor	CHEMBL494089	GSK-690693	GSK-690693	chembl:CHEMBL494089	0.19	
CDK1	Cyclin-dependent kinase 1	983	TTD		PMID25991433-Compound-A1	PMID25991433-Compound-A1				
CSF3R	1441	1441	GuideToPharmacology	agonist	178101632	G-CSF	FILGRASTIM	chembl:CHEMBL1201567	8.27	
JAK2	JAK2	3717	DTC		TCMDC-125758	TCMDC-125758	CHEMBL546797	chembl:CHEMBL546797	0.03	
ADRB2	ADRB2R	154	ChemblInteractions	agonist	CHEMBL1200418	DOBUTAMINE HYDROCHLORIDE	DOBUTAMINE HYDROCHLORIDE	chembl:CHEMBL1200418	0.12	
CALCR	CALCR	799	ChemblInteractions	agonist	CHEMBL1201661	CALCITONIN SALMON RECOMBINANT	CALCITONIN SALMON RECOMBINANT	chembl:CHEMBL1201661	7.07	
FDFT1	2222	2222	GuideToPharmacology	inhibitor	135649656	1-ALLYL-2-[3-(ISOPROPYLAMINO)PROPOXY]-9H-XANTHEN-9-ONE				
ATP7B	ATP7B	540	PharmGKB		carboplatin	carboplatin	CARBOPLATIN	chembl:CHEMBL1351	0.64	26194361
AR	AR	367	DTC		SIROLIMUS	SIROLIMUS	SIROLIMUS	chembl:CHEMBL413	0.0	
PTGS1	P23219	5742	TEND		ASPIRIN	ASPIRIN	ASPIRIN	chembl:CHEMBL25	0.12	
CYP19A1	CYP19A1	1588	NCI		OPIATE	OPIATE				17118343
G6PD	G6PD	2539	PharmGKB		rasburicase	rasburicase	RASBURICASE	chembl:CHEMBL1201594	5.02	17387701,23989394,20196170,28370399,23209099,24787449,27119769,12075750,24372186,20701405,12942574,23860572,29290749,24750455,2019023,25988058,22573495,26033222,9369411,19654083,16204390,22190578,18561168,22015451,24915143,25115783
PRKCH	PKCL	5583	ChemblInteractions	inhibitor	CHEMBL3545332	CEP-2563	CEP-2563	chembl:CHEMBL3545332	0.47	
PPARG	PPARG	5468	DTC		FLUOXASTROBIN	FLUOXASTROBIN	FLUOXASTROBIN	chembl:CHEMBL1902591	0.12	
